to,from,CoordsFromLat,CoordsFromLong,CoordsToLat,CoordsToLong
Judah St & 40th Ave,Judah St & Sunset Blvd,37.76070023,-122.49900055,37.76089859,-122.49600220
Judah St & Sunset Blvd,Judah St & 34th Ave,37.76089859,-122.49600220,37.76100159,-122.49299622
Judah St & 34th Ave,Judah St & 31st Ave,37.76100159,-122.49299622,37.76119995,-122.48999786
Judah St & 31st Ave,Judah St & 28th Ave,37.76119995,-122.48999786,37.76129913,-122.48699951
Judah St & 28th Ave,Judah St & 25th Ave,37.76129913,-122.48699951,37.76150131,-122.48300171
Judah St & 25th Ave,Judah St & 22nd Ave,37.76150131,-122.48300171,37.76150131,-122.48000336
Judah St & 22nd Ave,Judah St & 19th Ave,37.76150131,-122.48000336,37.76169968,-122.47699738
Judah St & 19th Ave,Judah St & 15th Ave,37.76169968,-122.47699738,37.76179886,-122.47299957
Judah St & 15th Ave,Judah St & Funston Ave,37.76179886,-122.47299957,37.76210022,-122.47000122
Judah St & Funston Ave,Judah St & 12th Ave,37.76210022,-122.47000122,37.76210022,-122.46900177
Judah St & 12th Ave,Judah St & 9th Ave,37.76210022,-122.46900177,37.76219940,-122.46700287
Judah St & 9th Ave,Irving St & 8th Ave,37.76219940,-122.46700287,37.76399994,-122.46499634
Irving St & 8th Ave,Irving St & 5th Ave,37.76399994,-122.46499634,37.76419830,-122.46199799
Irving St & 5th Ave,Irving St & Arguello Blvd,37.76419830,-122.46199799,37.76440048,-122.45800018
Irving St & Arguello Blvd,Carl St & Hillway Ave,37.76440048,-122.45800018,37.76499939,-122.45700073
Carl St & Hillway Ave,Carl St & Stanyan St,37.76499939,-122.45700073,37.76549911,-122.45300293
Carl St & Stanyan St,Carl St & Cole St,37.76549911,-122.45300293,37.76589966,-122.44999695
Carl St & Cole St,Duboce Ave & Noe St,37.76589966,-122.44999695,37.76919937,-122.43399811
Duboce Ave & Noe St,Duboce Ave & Church St,37.76919937,-122.43399811,37.76940155,-122.42900085
Duboce Ave & Church St,Metro Van Ness Station,37.76940155,-122.42900085,37.77510071,-122.41899872
Metro Embarcadero Station,The Embarcadero & Folsom St,37.79259872,-122.39700317,37.79069901,-122.38999939
The Embarcadero & Folsom St,The Embarcadero & Brannan St,37.79069901,-122.38999939,37.78459930,-122.38800049
The Embarcadero & Brannan St,King St & 2nd St,37.78459930,-122.38800049,37.77970123,-122.38999939
King St & 2nd St,King St & 4th St,37.77970123,-122.38999939,37.77629852,-122.39399719
King St & 4th St,King St & 2nd St,37.77629852,-122.39399719,37.77970123,-122.38999939
King St & 2nd St,The Embarcadero & Brannan St,37.77970123,-122.38999939,37.78459930,-122.38800049
The Embarcadero & Brannan St,The Embarcadero & Folsom St,37.78459930,-122.38800049,37.79069901,-122.38999939
The Embarcadero & Folsom St,Metro Embarcadero Station,37.79069901,-122.38999939,37.79259872,-122.39700317
Metro Van Ness Station,Duboce Ave & Church St,37.77510071,-122.41899872,37.76940155,-122.42900085
Duboce Ave & Church St,Duboce Ave & Noe St,37.76940155,-122.42900085,37.76919937,-122.43399811
Duboce Ave & Noe St,Carl St & Cole St,37.76919937,-122.43399811,37.76589966,-122.44999695
Carl St & Cole St,Carl St & Stanyan St,37.76589966,-122.44999695,37.76549911,-122.45300293
Carl St & Stanyan St,Carl St & Hillway Ave,37.76549911,-122.45300293,37.76499939,-122.45700073
Carl St & Hillway Ave,Irving St & 2nd Ave,37.76499939,-122.45700073,37.76440048,-122.45899963
Irving St & 2nd Ave,Irving St & 6th Ave,37.76440048,-122.45899963,37.76419830,-122.46299744
Irving St & 6th Ave,9th Ave & Irving St,37.76419830,-122.46299744,37.76430130,-122.46600342
9th Ave & Irving St,Judah St & 9th Ave,37.76430130,-122.46600342,37.76219940,-122.46700287
Judah St & 9th Ave,Judah St & 12th Ave,37.76219940,-122.46700287,37.76210022,-122.46900177
Judah St & 12th Ave,Judah St & Funston Ave,37.76210022,-122.46900177,37.76210022,-122.47000122
Judah St & Funston Ave,Judah St & 16th Ave,37.76210022,-122.47000122,37.76190186,-122.47399902
Judah St & 16th Ave,Judah St & 19th Ave,37.76190186,-122.47399902,37.76169968,-122.47699738
Judah St & 19th Ave,Judah St & 23rd Ave,37.76169968,-122.47699738,37.76150131,-122.48100281
Judah St & 23rd Ave,Judah St & 25th Ave,37.76150131,-122.48100281,37.76150131,-122.48300171
Judah St & 25th Ave,Judah St & 28th Ave,37.76150131,-122.48300171,37.76129913,-122.48699951
Judah St & 28th Ave,Judah St & 31st Ave,37.76129913,-122.48699951,37.76119995,-122.48999786
Judah St & 31st Ave,Judah St & 34th Ave,37.76119995,-122.48999786,37.76100159,-122.49299622
Judah St & 34th Ave,Judah St & Sunset Blvd,37.76100159,-122.49299622,37.76089859,-122.49600220
Judah St & Sunset Blvd,Judah St & 40th Ave,37.76089859,-122.49600220,37.76070023,-122.49900055
Judah St & 40th Ave,Judah St & 43rd Ave,37.76070023,-122.49900055,37.76060104,-122.50299835
Judah St & 43rd Ave,Judah St & 46th Ave,37.76060104,-122.50299835,37.76050186,-122.50599670
Judah St & 46th Ave,Judah St & La Playa St,37.76050186,-122.50599670,37.76039886,-122.50900269
Carl St & Cole St,Cole St & Carl St,37.76589966,-122.44999695,37.76589966,-122.44999695
Cole St & Carl St,Cole St & Waller St,37.76589966,-122.44999695,37.76850128,-122.44999695
Cole St & Waller St,Cole St & Haight St,37.76850128,-122.44999695,37.76950073,-122.45099640
Cole St & Haight St,Haight St & Clayton St,37.76950073,-122.45099640,37.76979828,-122.44899750
Haight St & Clayton St,Haight St & Masonic Ave,37.76979828,-122.44899750,37.77019882,-122.44499969
Haight St & Masonic Ave,Haight St & Buena Vista East Ave,37.77019882,-122.44499969,37.77069855,-122.44100189
Haight St & Buena Vista East Ave,Haight St & Divisadero St,37.77069855,-122.44100189,37.77130127,-122.43699646
Haight St & Divisadero St,Haight St & Pierce St,37.77130127,-122.43699646,37.77170181,-122.43399811
Haight St & Pierce St,Fillmore St & Haight St,37.77170181,-122.43399811,37.77209854,-122.43000031
Fillmore St & Haight St,Hermann St & Fillmore St,37.77209854,-122.43000031,37.77030182,-122.43000031
Hermann St & Fillmore St,Church St & Duboce Ave,37.77030182,-122.43000031,37.76929855,-122.42900085
Church St & Duboce Ave,Market St & Dolores St,37.76929855,-122.42900085,37.76890182,-122.42700195
Market St & Beale St,Market St & Steuart St,37.79259872,-122.39700317,37.79430008,-122.39499664
Market St & Steuart St,Steuart St & Mission St,37.79430008,-122.39499664,37.79430008,-122.39399719
Steuart St & Mission St,The Embarcadero & Howard St,37.79430008,-122.39399719,37.79219818,-122.39099884
The Embarcadero & Howard St,The Embarcadero & Folsom St,37.79219818,-122.39099884,37.79069901,-122.38999939
The Embarcadero & Folsom St,The Embarcadero & Townsend St,37.79069901,-122.38999939,37.78359985,-122.38800049
The Embarcadero & Townsend St,King St & 2nd St,37.78359985,-122.38800049,37.77970123,-122.38999939
King St & 2nd St,Townsend St & 5th St,37.77970123,-122.38999939,37.77560043,-122.39700317
Townsend St & 4th St,King St & 2nd St,37.77659988,-122.39499664,37.77970123,-122.38999939
The Embarcadero & Folsom St,Steuart St & Don Chee Way,37.79069901,-122.38999939,37.79380035,-122.39399719
Market St & Buchanan St,Church St & Duboce Ave,37.76979828,-122.42600250,37.76929855,-122.42900085
Church St & Duboce Ave,Hermann St & Fillmore St,37.76929855,-122.42900085,37.77030182,-122.43000031
Hermann St & Fillmore St,Haight St & Fillmore St,37.77030182,-122.43000031,37.77209854,-122.43099976
Haight St & Fillmore St,Haight St & Pierce St,37.77209854,-122.43099976,37.77170181,-122.43399811
Haight St & Pierce St,Haight St & Divisadero St,37.77170181,-122.43399811,37.77130127,-122.43699646
Haight St & Divisadero St,Haight St & Baker St,37.77130127,-122.43699646,37.77090073,-122.44100189
Haight St & Baker St,Haight St & Masonic Ave,37.77090073,-122.44100189,37.77019882,-122.44499969
Haight St & Masonic Ave,Haight St & Clayton St,37.77019882,-122.44499969,37.76979828,-122.44899750
Haight St & Clayton St,Cole St & Haight St,37.76979828,-122.44899750,37.76950073,-122.45099640
Cole St & Haight St,Cole St & Frederick St,37.76950073,-122.45099640,37.76679993,-122.44999695
Cole St & Frederick St,Carl St & Cole St,37.76679993,-122.44999695,37.76589966,-122.44999695
Carl St & Cole St,Cole St & Waller St,37.76589966,-122.44999695,37.76850128,-122.44999695
Haight St & Buena Vista East Ave,Divisadero St & Haight St,37.77069855,-122.44100189,37.77130127,-122.43699646
Divisadero St & Haight St,Duboce Ave & Noe St,37.77130127,-122.43699646,37.76919937,-122.43399811
Duboce Ave & Church St,Market St & Dolores St,37.76940155,-122.42900085,37.76890182,-122.42700195
Market St & 1st St,Market St & Steuart St,37.79050064,-122.40000153,37.79430008,-122.39499664
Market St & Steuart St,The Embarcadero & Folsom St,37.79430008,-122.39499664,37.79069901,-122.38999939
Townsend St & 5th St,5th St & Brannan St,37.77560043,-122.39700317,37.77619934,-122.39900208
Townsend St & 5th St,Townsend St & 4th St,37.77560043,-122.39700317,37.77659988,-122.39499664
The Embarcadero & Folsom St,Market St & Drumm St,37.79069901,-122.38999939,37.79349899,-122.39600372
Market St & Buchanan St,Duboce Ave & Church St,37.76979828,-122.42600250,37.76940155,-122.42900085
Duboce Ave & Noe St,Haight St & Divisadero St,37.76919937,-122.43399811,37.77130127,-122.43699646
Chinatown - Rose Pak Station,Union Square/Metro Market St Station,37.79479980,-122.40799713,37.78710175,-122.40699768
Union Square/Metro Market St Station,Yerba Buena/Moscone Station,37.78710175,-122.40699768,37.78219986,-122.40200043
Yerba Buena/Moscone Station,4th St & Brannan St,37.78219986,-122.40200043,37.77830124,-122.39700317
4th St & Brannan St,4th St & King St,37.77830124,-122.39700317,37.77610016,-122.39399719
4th St & King St,3rd St & Mission Rock St,37.77610016,-122.39399719,37.77299881,-122.38999939
3rd St & Mission Rock St,UCSF/Chase Center,37.77299881,-122.38999939,37.76850128,-122.38899994
UCSF/Chase Center,UCSF Medical Center,37.76850128,-122.38899994,37.76440048,-122.38899994
UCSF Medical Center,3rd St & 20th St,37.76440048,-122.38899994,37.76050186,-122.38899994
3rd St & 20th St,3rd St & 23rd St,37.76050186,-122.38899994,37.75540161,-122.38800049
3rd St & 23rd St,3rd St & Marin St,37.75540161,-122.38800049,37.74900055,-122.38700104
3rd St & Marin St,3rd St & Evans Ave,37.74900055,-122.38700104,37.74240112,-122.38800049
3rd St & Evans Ave,3rd St & Hudson Ave,37.74240112,-122.38800049,37.74010086,-122.38899994
3rd St & Hudson Ave,3rd St & La Salle Ave,37.74010086,-122.38899994,37.73720169,-122.38999939
3rd St & La Salle Ave,3rd St & Oakdale Ave,37.73720169,-122.38999939,37.73479843,-122.39099884
3rd St & Oakdale Ave,3rd St & Revere Ave,37.73479843,-122.39099884,37.73229980,-122.39099884
3rd St & Revere Ave,3rd St & Williams Ave,37.73229980,-122.39099884,37.72919846,-122.39299774
3rd St & Williams Ave,3rd St & Carroll Ave,37.72919846,-122.39299774,37.72570038,-122.39399719
3rd St & Carroll Ave,3rd St & Paul Ave,37.72570038,-122.39399719,37.72230148,-122.39600372
3rd St & Paul Ave,3rd St & Le Conte Ave,37.72230148,-122.39600372,37.71879959,-122.39700317
3rd St & Le Conte Ave,Bayshore Blvd & Arleta Ave,37.71879959,-122.39700317,37.71220016,-122.40299988
Bayshore Blvd & Arleta Ave,Bayshore Blvd & Sunnydale Ave,37.71220016,-122.40299988,37.70899963,-122.40499878
Bayshore Blvd & Sunnydale Ave,Bayshore Blvd & Arleta Ave,37.70899963,-122.40499878,37.71220016,-122.40299988
Bayshore Blvd & Arleta Ave,3rd St & Le Conte Ave,37.71220016,-122.40299988,37.71879959,-122.39700317
3rd St & Le Conte Ave,3rd St & Paul Ave,37.71879959,-122.39700317,37.72230148,-122.39600372
3rd St & Paul Ave,3rd St & Carroll Ave,37.72230148,-122.39600372,37.72570038,-122.39399719
3rd St & Carroll Ave,3rd St & Williams Ave,37.72570038,-122.39399719,37.72919846,-122.39299774
3rd St & Williams Ave,3rd St & Revere Ave,37.72919846,-122.39299774,37.73229980,-122.39099884
3rd St & Revere Ave,3rd St & Oakdale Ave,37.73229980,-122.39099884,37.73479843,-122.39099884
3rd St & Oakdale Ave,3rd St & La Salle Ave,37.73479843,-122.39099884,37.73720169,-122.38999939
3rd St & La Salle Ave,3rd St & Hudson Ave,37.73720169,-122.38999939,37.74010086,-122.38899994
3rd St & Hudson Ave,3rd St & Evans Ave,37.74010086,-122.38899994,37.74240112,-122.38800049
3rd St & Evans Ave,3rd St & Marin St,37.74240112,-122.38800049,37.74900055,-122.38700104
3rd St & Marin St,3rd St & 23rd St,37.74900055,-122.38700104,37.75540161,-122.38800049
3rd St & 23rd St,3rd St & 20th St,37.75540161,-122.38800049,37.76050186,-122.38899994
3rd St & 20th St,UCSF Medical Center,37.76050186,-122.38899994,37.76440048,-122.38899994
UCSF Medical Center,UCSF/Chase Center,37.76440048,-122.38899994,37.76850128,-122.38899994
UCSF/Chase Center,3rd St & Mission Rock St,37.76850128,-122.38899994,37.77299881,-122.38999939
3rd St & Mission Rock St,4th St & King St,37.77299881,-122.38999939,37.77610016,-122.39399719
4th St & King St,4th St & Brannan St,37.77610016,-122.39399719,37.77830124,-122.39700317
4th St & Brannan St,Yerba Buena/Moscone Station,37.77830124,-122.39700317,37.78219986,-122.40200043
Yerba Buena/Moscone Station,Union Square/Metro Market St Station,37.78219986,-122.40200043,37.78710175,-122.40699768
Union Square/Metro Market St Station,Chinatown - Rose Pak Station,37.78710175,-122.40699768,37.79479980,-122.40799713
California St & Van Ness Ave,California St & Polk St,37.79040146,-122.42199707,37.79069901,-122.42099762
California St & Polk St,California St & Larkin St,37.79069901,-122.42099762,37.79090118,-122.41899872
California St & Larkin St,California St & Hyde St,37.79090118,-122.41899872,37.79100037,-122.41799927
California St & Hyde St,California St & Leavenworth St,37.79100037,-122.41799927,37.79130173,-122.41600037
California St & Leavenworth St,California St & Jones St,37.79130173,-122.41600037,37.79150009,-122.41400146
California St & Jones St,California St & Taylor St,37.79150009,-122.41400146,37.79169846,-122.41200256
California St & Taylor St,California St & Mason St,37.79169846,-122.41200256,37.79190063,-122.41100311
California St & Mason St,California St & Powell St,37.79190063,-122.41100311,37.79209900,-122.40899658
California St & Powell St,California St & Stockton St,37.79209900,-122.40899658,37.79230118,-122.40799713
California St & Stockton St,California St & Grant Ave,37.79230118,-122.40799713,37.79249954,-122.40599823
California St & Grant Ave,California St & Kearny St,37.79249954,-122.40599823,37.79270172,-122.40399933
California St & Kearny St,California St & Montgomery St,37.79270172,-122.40399933,37.79280090,-122.40299988
California St & Montgomery St,California St & Sansome St,37.79280090,-122.40299988,37.79309845,-122.40100098
California St & Sansome St,California St & Battery St,37.79309845,-122.40100098,37.79309845,-122.40000153
California St & Battery St,California St & Front St,37.79309845,-122.40000153,37.79339981,-122.39900208
California St & Front St,California St & Davis St,37.79339981,-122.39900208,37.79349899,-122.39700317
California St & Drumm St,California St & Davis St,37.79370117,-122.39600372,37.79349899,-122.39700317
California St & Davis St,California St & Front St,37.79349899,-122.39700317,37.79339981,-122.39900208
California St & Front St,California St & Battery St,37.79339981,-122.39900208,37.79309845,-122.40000153
California St & Battery St,California St & Sansome St,37.79309845,-122.40000153,37.79309845,-122.40100098
California St & Sansome St,California St & Montgomery St,37.79309845,-122.40100098,37.79280090,-122.40299988
California St & Montgomery St,California St & Kearny St,37.79280090,-122.40299988,37.79270172,-122.40399933
California St & Kearny St,California St & Grant Ave,37.79270172,-122.40399933,37.79249954,-122.40599823
California St & Grant Ave,California St & Stockton St,37.79249954,-122.40599823,37.79230118,-122.40799713
California St & Stockton St,California St & Powell St,37.79230118,-122.40799713,37.79209900,-122.40899658
California St & Powell St,California St & Mason St,37.79209900,-122.40899658,37.79190063,-122.41100311
California St & Mason St,California St & Taylor St,37.79190063,-122.41100311,37.79169846,-122.41200256
California St & Taylor St,California St & Jones St,37.79169846,-122.41200256,37.79150009,-122.41400146
California St & Jones St,California St & Leavenworth St,37.79150009,-122.41400146,37.79130173,-122.41600037
California St & Leavenworth St,California St & Hyde St,37.79130173,-122.41600037,37.79100037,-122.41799927
California St & Hyde St,California St & Larkin St,37.79100037,-122.41799927,37.79090118,-122.41899872
California St & Larkin St,California St & Polk St,37.79090118,-122.41899872,37.79069901,-122.42099762
Hyde St & Beach St,Hyde St & North Point St,37.80670166,-122.42099762,37.80559921,-122.41999817
Hyde St & North Point St,Hyde St & Bay St,37.80559921,-122.41999817,37.80479813,-122.41999817
Hyde St & Bay St,Hyde St & Chestnut St,37.80479813,-122.41999817,37.80279922,-122.41999817
Hyde St & Chestnut St,Hyde St & Lombard St,37.80279922,-122.41999817,37.80189896,-122.41999817
Hyde St & Lombard St,Hyde St & Greenwich St,37.80189896,-122.41999817,37.80099869,-122.41899872
Hyde St & Greenwich St,Hyde St & Filbert St,37.80099869,-122.41899872,37.80020142,-122.41899872
Hyde St & Filbert St,Hyde St & Union St,37.80020142,-122.41899872,37.79919815,-122.41899872
Hyde St & Union St,Hyde St & Green St,37.79919815,-122.41899872,37.79830170,-122.41899872
Hyde St & Green St,Hyde St & Vallejo St,37.79830170,-122.41899872,37.79740143,-122.41899872
Hyde St & Vallejo St,Hyde St & Broadway,37.79740143,-122.41899872,37.79650116,-122.41899872
Hyde St & Broadway,Hyde St & Pacific Ave,37.79650116,-122.41899872,37.79539871,-122.41799927
Hyde St & Pacific Ave,Hyde St & Jackson St,37.79539871,-122.41799927,37.79449844,-122.41799927
Hyde St & Jackson St,Washington St & Leavenworth St,37.79449844,-122.41799927,37.79380035,-122.41600037
Washington St & Leavenworth St,Washington St & Jones St,37.79380035,-122.41600037,37.79399872,-122.41500092
Washington St & Jones St,Washington St & Taylor St,37.79399872,-122.41500092,37.79430008,-122.41300201
Washington St & Taylor St,Washington St & Mason St,37.79430008,-122.41300201,37.79449844,-122.41100311
Washington St & Mason St,Washington St & Powell St,37.79449844,-122.41100311,37.79460144,-122.41000366
Washington St & Powell St,Powell St & Clay St,37.79460144,-122.41000366,37.79380035,-122.40899658
Powell St & Clay St,Powell St & Sacramento St,37.79380035,-122.40899658,37.79290009,-122.40899658
Powell St & Sacramento St,Powell St & California St,37.79290009,-122.40899658,37.79230118,-122.40899658
Powell St & California St,Powell St & Pine St,37.79230118,-122.40899658,37.79109955,-122.40899658
