RouteName, Coords
Walking Distance, "MULTILINESTRING ((-122.452 37.7198, -122.451 37.7194))"
Walking Distance, "MULTILINESTRING ((-122.452 37.7198, -122.45 37.7204))"
Walking Distance, "MULTILINESTRING ((-122.451 37.7206, -122.452 37.7198))"
Walking Distance, "MULTILINESTRING ((-122.451 37.7206, -122.45 37.7204))"
Walking Distance, "MULTILINESTRING ((-122.451 37.7206, -122.452 37.7197))"
Walking Distance, "MULTILINESTRING ((-122.451 37.7206, -122.449 37.7216))"
Walking Distance, "MULTILINESTRING ((-122.383 37.7347, -122.382 37.7333))"
Walking Distance, "MULTILINESTRING ((-122.383 37.7347, -122.384 37.7357))"
Walking Distance, "MULTILINESTRING ((-122.383 37.7347, -122.384 37.736))"
Walking Distance, "MULTILINESTRING ((-122.383 37.7347, -122.383 37.7333))"
Walking Distance, "MULTILINESTRING ((-122.495 37.7458, -122.494 37.7478))"
Walking Distance, "MULTILINESTRING ((-122.495 37.7458, -122.495 37.7461))"
Walking Distance, "MULTILINESTRING ((-122.495 37.7458, -122.497 37.746))"
Walking Distance, "MULTILINESTRING ((-122.495 37.7458, -122.495 37.7481))"
Walking Distance, "MULTILINESTRING ((-122.505 37.7454, -122.505 37.7475))"
Walking Distance, "MULTILINESTRING ((-122.505 37.7454, -122.505 37.7456))"
Walking Distance, "MULTILINESTRING ((-122.505 37.7454, -122.507 37.7453))"
Walking Distance, "MULTILINESTRING ((-122.505 37.7454, -122.505 37.7437))"
Walking Distance, "MULTILINESTRING ((-122.507 37.7453, -122.505 37.7454))"
Walking Distance, "MULTILINESTRING ((-122.507 37.7453, -122.508 37.7454))"
Walking Distance, "MULTILINESTRING ((-122.507 37.7453, -122.505 37.7456))"
Walking Distance, "MULTILINESTRING ((-122.507 37.7453, -122.507 37.7473))"
Walking Distance, "MULTILINESTRING ((-122.391 37.7324, -122.391 37.7341))"
Walking Distance, "MULTILINESTRING ((-122.391 37.7324, -122.39 37.7317))"
Walking Distance, "MULTILINESTRING ((-122.391 37.7324, -122.391 37.7323))"
Walking Distance, "MULTILINESTRING ((-122.391 37.7324, -122.392 37.7323))"
Walking Distance, "MULTILINESTRING ((-122.391 37.7324, -122.392 37.7322))"
Walking Distance, "MULTILINESTRING ((-122.385 37.7285, -122.386 37.7273))"
Walking Distance, "MULTILINESTRING ((-122.385 37.7285, -122.385 37.7284))"
Walking Distance, "MULTILINESTRING ((-122.385 37.7285, -122.386 37.7295))"
Walking Distance, "MULTILINESTRING ((-122.385 37.7285, -122.383 37.7299))"
Walking Distance, "MULTILINESTRING ((-122.386 37.7295, -122.39 37.7317))"
Walking Distance, "MULTILINESTRING ((-122.386 37.7295, -122.385 37.7285))"
Walking Distance, "MULTILINESTRING ((-122.386 37.7295, -122.385 37.7308))"
Walking Distance, "MULTILINESTRING ((-122.386 37.7295, -122.385 37.7284))"
Walking Distance, "MULTILINESTRING ((-122.386 37.7295, -122.386 37.7273))"
Walking Distance, "MULTILINESTRING ((-122.39 37.7317, -122.391 37.7324))"
Walking Distance, "MULTILINESTRING ((-122.39 37.7317, -122.386 37.7295))"
Walking Distance, "MULTILINESTRING ((-122.39 37.7317, -122.391 37.7323))"
Walking Distance, "MULTILINESTRING ((-122.39 37.7317, -122.392 37.7323))"
Walking Distance, "MULTILINESTRING ((-122.39 37.7317, -122.392 37.7322))"
Walking Distance, "MULTILINESTRING ((-122.452 37.7142, -122.456 37.7132))"
Walking Distance, "MULTILINESTRING ((-122.452 37.7142, -122.45 37.7163))"
Walking Distance, "MULTILINESTRING ((-122.452 37.7142, -122.456 37.715))"
Walking Distance, "MULTILINESTRING ((-122.452 37.7142, -122.456 37.7133))"
Walking Distance, "MULTILINESTRING ((-122.452 37.7142, -122.456 37.7165))"
Walking Distance, "MULTILINESTRING ((-122.45 37.7163, -122.452 37.7142))"
Walking Distance, "MULTILINESTRING ((-122.45 37.7163, -122.449 37.7185))"
Walking Distance, "MULTILINESTRING ((-122.45 37.7163, -122.451 37.7194))"
Walking Distance, "MULTILINESTRING ((-122.45 37.7163, -122.452 37.7197))"
Walking Distance, "MULTILINESTRING ((-122.45 37.7163, -122.452 37.7198))"
Walking Distance, "MULTILINESTRING ((-122.447 37.7195, -122.446 37.7212))"
Walking Distance, "MULTILINESTRING ((-122.447 37.7195, -122.447 37.7208))"
Walking Distance, "MULTILINESTRING ((-122.447 37.7195, -122.449 37.7185))"
Walking Distance, "MULTILINESTRING ((-122.447 37.7195, -122.45 37.7204))"
Walking Distance, "MULTILINESTRING ((-122.447 37.7195, -122.447 37.7218))"
Walking Distance, "MULTILINESTRING ((-122.445 37.7231, -122.442 37.7259))"
Walking Distance, "MULTILINESTRING ((-122.445 37.7231, -122.447 37.7218))"
Walking Distance, "MULTILINESTRING ((-122.445 37.7231, -122.445 37.723))"
Walking Distance, "MULTILINESTRING ((-122.445 37.7231, -122.444 37.7229))"
Walking Distance, "MULTILINESTRING ((-122.445 37.7231, -122.447 37.723))"
Walking Distance, "MULTILINESTRING ((-122.424 37.7397, -122.424 37.7423))"
Walking Distance, "MULTILINESTRING ((-122.424 37.7397, -122.433 37.7325))"
Walking Distance, "MULTILINESTRING ((-122.424 37.7397, -122.426 37.7399))"
Walking Distance, "MULTILINESTRING ((-122.424 37.7397, -122.426 37.7389))"
Walking Distance, "MULTILINESTRING ((-122.424 37.7397, -122.423 37.741))"
Walking Distance, "MULTILINESTRING ((-122.44 37.729, -122.433 37.7325))"
Walking Distance, "MULTILINESTRING ((-122.44 37.729, -122.442 37.7259))"
Walking Distance, "MULTILINESTRING ((-122.44 37.729, -122.44 37.7317))"
Walking Distance, "MULTILINESTRING ((-122.44 37.729, -122.442 37.7317))"
Walking Distance, "MULTILINESTRING ((-122.44 37.729, -122.438 37.7317))"
Walking Distance, "MULTILINESTRING ((-122.442 37.7259, -122.44 37.729))"
Walking Distance, "MULTILINESTRING ((-122.442 37.7259, -122.445 37.7231))"
Walking Distance, "MULTILINESTRING ((-122.442 37.7259, -122.441 37.7234))"
Walking Distance, "MULTILINESTRING ((-122.442 37.7259, -122.444 37.7229))"
Walking Distance, "MULTILINESTRING ((-122.442 37.7259, -122.445 37.723))"
Walking Distance, "MULTILINESTRING ((-122.4 37.7942, -122.401 37.7941))"
Walking Distance, "MULTILINESTRING ((-122.4 37.7942, -122.403 37.7919))"
Walking Distance, "MULTILINESTRING ((-122.4 37.7942, -122.4 37.7931))"
Walking Distance, "MULTILINESTRING ((-122.4 37.7942, -122.401 37.7931))"
Walking Distance, "MULTILINESTRING ((-122.4 37.7942, -122.399 37.7934))"
Walking Distance, "MULTILINESTRING ((-122.431 37.7904, -122.429 37.7906))"
Walking Distance, "MULTILINESTRING ((-122.431 37.7904, -122.432 37.7901))"
Walking Distance, "MULTILINESTRING ((-122.431 37.7904, -122.433 37.7917))"
Walking Distance, "MULTILINESTRING ((-122.431 37.7904, -122.427 37.7908))"
Walking Distance, "MULTILINESTRING ((-122.431 37.7904, -122.434 37.7899))"
Walking Distance, "MULTILINESTRING ((-122.457 37.7869, -122.457 37.786))"
Walking Distance, "MULTILINESTRING ((-122.457 37.7869, -122.459 37.7856))"
Walking Distance, "MULTILINESTRING ((-122.457 37.7869, -122.454 37.7865))"
Walking Distance, "MULTILINESTRING ((-122.457 37.7869, -122.459 37.7857))"
Walking Distance, "MULTILINESTRING ((-122.398 37.7946, -122.4 37.7942))"
Walking Distance, "MULTILINESTRING ((-122.398 37.7946, -122.401 37.7941))"
Walking Distance, "MULTILINESTRING ((-122.398 37.7946, -122.399 37.7934))"
Walking Distance, "MULTILINESTRING ((-122.398 37.7946, -122.396 37.7935))"
Walking Distance, "MULTILINESTRING ((-122.398 37.7946, -122.397 37.793))"
Walking Distance, "MULTILINESTRING ((-122.434 37.7899, -122.432 37.7901))"
Walking Distance, "MULTILINESTRING ((-122.434 37.7899, -122.436 37.7888))"
Walking Distance, "MULTILINESTRING ((-122.434 37.7899, -122.434 37.7899))"
Walking Distance, "MULTILINESTRING ((-122.434 37.7899, -122.436 37.7893))"
Walking Distance, "MULTILINESTRING ((-122.434 37.7899, -122.434 37.788))"
Walking Distance, "MULTILINESTRING ((-122.424 37.7912, -122.426 37.7909))"
Walking Distance, "MULTILINESTRING ((-122.424 37.7912, -122.423 37.7913))"
Walking Distance, "MULTILINESTRING ((-122.424 37.7912, -122.423 37.7921))"
Walking Distance, "MULTILINESTRING ((-122.424 37.7912, -122.422 37.7904))"
Walking Distance, "MULTILINESTRING ((-122.426 37.7909, -122.427 37.7908))"
Walking Distance, "MULTILINESTRING ((-122.426 37.7909, -122.426 37.791))"
Walking Distance, "MULTILINESTRING ((-122.426 37.7909, -122.424 37.7912))"
Walking Distance, "MULTILINESTRING ((-122.426 37.7909, -122.424 37.7919))"
Walking Distance, "MULTILINESTRING ((-122.406 37.7934, -122.408 37.7933))"
Walking Distance, "MULTILINESTRING ((-122.406 37.7934, -122.406 37.7925))"
Walking Distance, "MULTILINESTRING ((-122.406 37.7934, -122.408 37.7938))"
Walking Distance, "MULTILINESTRING ((-122.406 37.7934, -122.408 37.7935))"
Walking Distance, "MULTILINESTRING ((-122.417 37.792, -122.42 37.7918))"
Walking Distance, "MULTILINESTRING ((-122.417 37.792, -122.417 37.7911))"
Walking Distance, "MULTILINESTRING ((-122.417 37.792, -122.418 37.7929))"
Walking Distance, "MULTILINESTRING ((-122.417 37.792, -122.418 37.791))"
Walking Distance, "MULTILINESTRING ((-122.414 37.7924, -122.416 37.7922))"
Walking Distance, "MULTILINESTRING ((-122.414 37.7924, -122.414 37.7915))"
Walking Distance, "MULTILINESTRING ((-122.414 37.7924, -122.416 37.7913))"
Walking Distance, "MULTILINESTRING ((-122.414 37.7924, -122.415 37.794))"
Walking Distance, "MULTILINESTRING ((-122.405 37.7936, -122.406 37.7934))"
Walking Distance, "MULTILINESTRING ((-122.405 37.7936, -122.404 37.7927))"
Walking Distance, "MULTILINESTRING ((-122.405 37.7936, -122.406 37.7925))"
Walking Distance, "MULTILINESTRING ((-122.405 37.7936, -122.403 37.7928))"
Walking Distance, "MULTILINESTRING ((-122.42 37.7918, -122.421 37.7915))"
Walking Distance, "MULTILINESTRING ((-122.42 37.7918, -122.421 37.7917))"
Walking Distance, "MULTILINESTRING ((-122.42 37.7918, -122.418 37.7929))"
Walking Distance, "MULTILINESTRING ((-122.42 37.7918, -122.417 37.7911))"
Walking Distance, "MULTILINESTRING ((-122.416 37.7922, -122.417 37.792))"
Walking Distance, "MULTILINESTRING ((-122.416 37.7922, -122.416 37.7938))"
Walking Distance, "MULTILINESTRING ((-122.416 37.7922, -122.417 37.7911))"
Walking Distance, "MULTILINESTRING ((-122.416 37.7922, -122.418 37.7929))"
Walking Distance, "MULTILINESTRING ((-122.429 37.7906, -122.427 37.7908))"
Walking Distance, "MULTILINESTRING ((-122.429 37.7906, -122.431 37.7904))"
Walking Distance, "MULTILINESTRING ((-122.429 37.7906, -122.426 37.7909))"
Walking Distance, "MULTILINESTRING ((-122.429 37.7906, -122.426 37.791))"
Walking Distance, "MULTILINESTRING ((-122.429 37.7906, -122.432 37.7901))"
Walking Distance, "MULTILINESTRING ((-122.403 37.7938, -122.405 37.7936))"
Walking Distance, "MULTILINESTRING ((-122.403 37.7938, -122.403 37.7928))"
Walking Distance, "MULTILINESTRING ((-122.403 37.7938, -122.404 37.7927))"
Walking Distance, "MULTILINESTRING ((-122.403 37.7938, -122.401 37.7931))"
Walking Distance, "MULTILINESTRING ((-122.427 37.7908, -122.426 37.791))"
Walking Distance, "MULTILINESTRING ((-122.427 37.7908, -122.429 37.7906))"
Walking Distance, "MULTILINESTRING ((-122.427 37.7908, -122.426 37.7909))"
Walking Distance, "MULTILINESTRING ((-122.427 37.7908, -122.431 37.7904))"
Walking Distance, "MULTILINESTRING ((-122.427 37.7908, -122.424 37.7919))"
Walking Distance, "MULTILINESTRING ((-122.421 37.7915, -122.422 37.7914))"
Walking Distance, "MULTILINESTRING ((-122.421 37.7915, -122.421 37.7917))"
Walking Distance, "MULTILINESTRING ((-122.421 37.7915, -122.421 37.7907))"
Walking Distance, "MULTILINESTRING ((-122.421 37.7915, -122.422 37.7904))"
Walking Distance, "MULTILINESTRING ((-122.409 37.793, -122.412 37.7927))"
Walking Distance, "MULTILINESTRING ((-122.409 37.793, -122.409 37.7938))"
Walking Distance, "MULTILINESTRING ((-122.409 37.793, -122.409 37.7923))"
Walking Distance, "MULTILINESTRING ((-122.409 37.793, -122.408 37.7938))"
Walking Distance, "MULTILINESTRING ((-122.401 37.7941, -122.403 37.7938))"
Walking Distance, "MULTILINESTRING ((-122.401 37.7941, -122.401 37.7931))"
Walking Distance, "MULTILINESTRING ((-122.401 37.7941, -122.4 37.7931))"
Walking Distance, "MULTILINESTRING ((-122.401 37.7941, -122.403 37.7928))"
Walking Distance, "MULTILINESTRING ((-122.412 37.7927, -122.414 37.7924))"
Walking Distance, "MULTILINESTRING ((-122.412 37.7927, -122.412 37.7917))"
Walking Distance, "MULTILINESTRING ((-122.412 37.7927, -122.411 37.7919))"
Walking Distance, "MULTILINESTRING ((-122.412 37.7927, -122.413 37.7943))"
Walking Distance, "MULTILINESTRING ((-122.408 37.7933, -122.409 37.793))"
Walking Distance, "MULTILINESTRING ((-122.408 37.7933, -122.408 37.7938))"
Walking Distance, "MULTILINESTRING ((-122.408 37.7933, -122.409 37.7938))"
Walking Distance, "MULTILINESTRING ((-122.408 37.7933, -122.409 37.7923))"
Walking Distance, "MULTILINESTRING ((-122.422 37.7914, -122.424 37.7912))"
Walking Distance, "MULTILINESTRING ((-122.422 37.7914, -122.422 37.7904))"
Walking Distance, "MULTILINESTRING ((-122.422 37.7914, -122.421 37.7917))"
Walking Distance, "MULTILINESTRING ((-122.422 37.7914, -122.421 37.7907))"
Walking Distance, "MULTILINESTRING ((-122.432 37.7901, -122.431 37.7904))"
Walking Distance, "MULTILINESTRING ((-122.432 37.7901, -122.434 37.7899))"
Walking Distance, "MULTILINESTRING ((-122.432 37.7901, -122.434 37.7899))"
Walking Distance, "MULTILINESTRING ((-122.432 37.7901, -122.433 37.7917))"
Walking Distance, "MULTILINESTRING ((-122.432 37.7901, -122.434 37.788))"
Walking Distance, "MULTILINESTRING ((-122.462 37.7114, -122.465 37.7118))"
Walking Distance, "MULTILINESTRING ((-122.462 37.7114, -122.462 37.7113))"
Walking Distance, "MULTILINESTRING ((-122.462 37.7114, -122.462 37.7132))"
Walking Distance, "MULTILINESTRING ((-122.462 37.7114, -122.463 37.7133))"
Walking Distance, "MULTILINESTRING ((-122.459 37.7115, -122.456 37.7117))"
Walking Distance, "MULTILINESTRING ((-122.459 37.7115, -122.462 37.7114))"
Walking Distance, "MULTILINESTRING ((-122.459 37.7115, -122.459 37.7132))"
Walking Distance, "MULTILINESTRING ((-122.459 37.7115, -122.462 37.7113))"
Walking Distance, "MULTILINESTRING ((-122.459 37.7115, -122.456 37.7133))"
Walking Distance, "MULTILINESTRING ((-122.462 37.7113, -122.459 37.7115))"
Walking Distance, "MULTILINESTRING ((-122.462 37.7113, -122.462 37.7114))"
Walking Distance, "MULTILINESTRING ((-122.462 37.7113, -122.462 37.7132))"
Walking Distance, "MULTILINESTRING ((-122.462 37.7113, -122.463 37.7133))"
Walking Distance, "MULTILINESTRING ((-122.401 37.792, -122.4 37.7931))"
Walking Distance, "MULTILINESTRING ((-122.401 37.792, -122.399 37.7911))"
Walking Distance, "MULTILINESTRING ((-122.401 37.792, -122.403 37.7928))"
Walking Distance, "MULTILINESTRING ((-122.401 37.792, -122.4 37.7905))"
Walking Distance, "MULTILINESTRING ((-122.401 37.7941, -122.402 37.796))"
Walking Distance, "MULTILINESTRING ((-122.401 37.7941, -122.401 37.7931))"
Walking Distance, "MULTILINESTRING ((-122.401 37.7941, -122.403 37.7947))"
Walking Distance, "MULTILINESTRING ((-122.401 37.7941, -122.4 37.7931))"
Walking Distance, "MULTILINESTRING ((-122.443 37.7541, -122.444 37.7529))"
Walking Distance, "MULTILINESTRING ((-122.443 37.7541, -122.443 37.754))"
Walking Distance, "MULTILINESTRING ((-122.443 37.7541, -122.443 37.7555))"
Walking Distance, "MULTILINESTRING ((-122.443 37.7541, -122.441 37.754))"
Walking Distance, "MULTILINESTRING ((-122.443 37.754, -122.443 37.7555))"
Walking Distance, "MULTILINESTRING ((-122.443 37.754, -122.443 37.7541))"
Walking Distance, "MULTILINESTRING ((-122.443 37.754, -122.444 37.7529))"
Walking Distance, "MULTILINESTRING ((-122.443 37.754, -122.441 37.754))"
Walking Distance, "MULTILINESTRING ((-122.443 37.7521, -122.443 37.754))"
Walking Distance, "MULTILINESTRING ((-122.443 37.7521, -122.444 37.7517))"
Walking Distance, "MULTILINESTRING ((-122.443 37.7521, -122.444 37.7529))"
Walking Distance, "MULTILINESTRING ((-122.443 37.7521, -122.444 37.7509))"
Walking Distance, "MULTILINESTRING ((-122.444 37.7517, -122.443 37.75))"
Walking Distance, "MULTILINESTRING ((-122.444 37.7517, -122.443 37.7521))"
Walking Distance, "MULTILINESTRING ((-122.444 37.7517, -122.444 37.7509))"
Walking Distance, "MULTILINESTRING ((-122.444 37.7517, -122.444 37.7529))"
Walking Distance, "MULTILINESTRING ((-122.446 37.7589, -122.445 37.7599))"
Walking Distance, "MULTILINESTRING ((-122.446 37.7589, -122.445 37.7578))"
Walking Distance, "MULTILINESTRING ((-122.446 37.7589, -122.446 37.7588))"
Walking Distance, "MULTILINESTRING ((-122.446 37.7589, -122.444 37.7598))"
Walking Distance, "MULTILINESTRING ((-122.446 37.7589, -122.444 37.7584))"
Walking Distance, "MULTILINESTRING ((-122.444 37.7509, -122.443 37.7521))"
Walking Distance, "MULTILINESTRING ((-122.444 37.7509, -122.443 37.75))"
Walking Distance, "MULTILINESTRING ((-122.444 37.7509, -122.446 37.7504))"
Walking Distance, "MULTILINESTRING ((-122.444 37.7509, -122.445 37.7493))"
Walking Distance, "MULTILINESTRING ((-122.444 37.7612, -122.443 37.7616))"
Walking Distance, "MULTILINESTRING ((-122.444 37.7612, -122.444 37.7605))"
Walking Distance, "MULTILINESTRING ((-122.444 37.7612, -122.444 37.7604))"
Walking Distance, "MULTILINESTRING ((-122.444 37.7612, -122.445 37.762))"
Walking Distance, "MULTILINESTRING ((-122.444 37.7612, -122.444 37.7598))"
Walking Distance, "MULTILINESTRING ((-122.44 37.7621, -122.435 37.7629))"
Walking Distance, "MULTILINESTRING ((-122.44 37.7621, -122.438 37.7616))"
Walking Distance, "MULTILINESTRING ((-122.44 37.7621, -122.441 37.7617))"
Walking Distance, "MULTILINESTRING ((-122.44 37.7621, -122.438 37.7608))"
Walking Distance, "MULTILINESTRING ((-122.443 37.7564, -122.444 37.7575))"
Walking Distance, "MULTILINESTRING ((-122.443 37.7564, -122.443 37.7555))"
Walking Distance, "MULTILINESTRING ((-122.443 37.7564, -122.445 37.7578))"
Walking Distance, "MULTILINESTRING ((-122.443 37.7564, -122.444 37.7584))"
Walking Distance, "MULTILINESTRING ((-122.443 37.7564, -122.444 37.7584))"
Walking Distance, "MULTILINESTRING ((-122.441 37.7617, -122.44 37.7621))"
Walking Distance, "MULTILINESTRING ((-122.441 37.7617, -122.443 37.7618))"
Walking Distance, "MULTILINESTRING ((-122.441 37.7617, -122.44 37.7619))"
Walking Distance, "MULTILINESTRING ((-122.441 37.7617, -122.441 37.7606))"
Walking Distance, "MULTILINESTRING ((-122.441 37.7617, -122.443 37.7616))"
Walking Distance, "MULTILINESTRING ((-122.444 37.7529, -122.444 37.7517))"
Walking Distance, "MULTILINESTRING ((-122.444 37.7529, -122.443 37.7521))"
Walking Distance, "MULTILINESTRING ((-122.444 37.7529, -122.443 37.754))"
Walking Distance, "MULTILINESTRING ((-122.444 37.7529, -122.443 37.7541))"
Walking Distance, "MULTILINESTRING ((-122.445 37.7578, -122.443 37.7564))"
Walking Distance, "MULTILINESTRING ((-122.445 37.7578, -122.444 37.7584))"
Walking Distance, "MULTILINESTRING ((-122.445 37.7578, -122.444 37.7584))"
Walking Distance, "MULTILINESTRING ((-122.445 37.7578, -122.446 37.7588))"
Walking Distance, "MULTILINESTRING ((-122.444 37.7605, -122.444 37.7612))"
Walking Distance, "MULTILINESTRING ((-122.444 37.7605, -122.445 37.7599))"
Walking Distance, "MULTILINESTRING ((-122.444 37.7605, -122.444 37.7604))"
Walking Distance, "MULTILINESTRING ((-122.444 37.7605, -122.444 37.7598))"
Walking Distance, "MULTILINESTRING ((-122.444 37.7605, -122.445 37.762))"
Walking Distance, "MULTILINESTRING ((-122.44 37.7619, -122.441 37.7617))"
Walking Distance, "MULTILINESTRING ((-122.44 37.7619, -122.44 37.7621))"
Walking Distance, "MULTILINESTRING ((-122.44 37.7619, -122.441 37.7606))"
Walking Distance, "MULTILINESTRING ((-122.44 37.7619, -122.438 37.7616))"
Walking Distance, "MULTILINESTRING ((-122.443 37.7555, -122.443 37.7564))"
Walking Distance, "MULTILINESTRING ((-122.443 37.7555, -122.443 37.7541))"
Walking Distance, "MULTILINESTRING ((-122.443 37.7555, -122.443 37.754))"
Walking Distance, "MULTILINESTRING ((-122.443 37.7555, -122.44 37.755))"
Walking Distance, "MULTILINESTRING ((-122.443 37.7555, -122.441 37.754))"
Walking Distance, "MULTILINESTRING ((-122.422 37.7351, -122.42 37.735))"
Walking Distance, "MULTILINESTRING ((-122.422 37.7351, -122.423 37.7352))"
Walking Distance, "MULTILINESTRING ((-122.422 37.7351, -122.42 37.7351))"
Walking Distance, "MULTILINESTRING ((-122.422 37.7351, -122.424 37.7353))"
Walking Distance, "MULTILINESTRING ((-122.417 37.735, -122.415 37.7347))"
Walking Distance, "MULTILINESTRING ((-122.417 37.735, -122.419 37.7351))"
Walking Distance, "MULTILINESTRING ((-122.417 37.735, -122.416 37.7349))"
Walking Distance, "MULTILINESTRING ((-122.417 37.735, -122.418 37.7349))"
Walking Distance, "MULTILINESTRING ((-122.417 37.735, -122.415 37.7347))"
Walking Distance, "MULTILINESTRING ((-122.42 37.735, -122.418 37.7349))"
Walking Distance, "MULTILINESTRING ((-122.42 37.735, -122.42 37.7351))"
Walking Distance, "MULTILINESTRING ((-122.42 37.735, -122.419 37.7351))"
Walking Distance, "MULTILINESTRING ((-122.42 37.735, -122.422 37.7351))"
Walking Distance, "MULTILINESTRING ((-122.424 37.7353, -122.422 37.7351))"
Walking Distance, "MULTILINESTRING ((-122.424 37.7353, -122.424 37.7354))"
Walking Distance, "MULTILINESTRING ((-122.424 37.7353, -122.425 37.7356))"
Walking Distance, "MULTILINESTRING ((-122.424 37.7353, -122.423 37.7352))"
Walking Distance, "MULTILINESTRING ((-122.414 37.7348, -122.411 37.735))"
Walking Distance, "MULTILINESTRING ((-122.414 37.7348, -122.416 37.7349))"
Walking Distance, "MULTILINESTRING ((-122.414 37.7348, -122.415 37.7347))"
Walking Distance, "MULTILINESTRING ((-122.414 37.7348, -122.415 37.7347))"
Walking Distance, "MULTILINESTRING ((-122.414 37.7348, -122.414 37.7333))"
Walking Distance, "MULTILINESTRING ((-122.423 37.7352, -122.424 37.7354))"
Walking Distance, "MULTILINESTRING ((-122.423 37.7352, -122.422 37.7351))"
Walking Distance, "MULTILINESTRING ((-122.423 37.7352, -122.424 37.7353))"
Walking Distance, "MULTILINESTRING ((-122.423 37.7352, -122.425 37.7356))"
Walking Distance, "MULTILINESTRING ((-122.424 37.7354, -122.427 37.7337))"
Walking Distance, "MULTILINESTRING ((-122.424 37.7354, -122.425 37.7356))"
Walking Distance, "MULTILINESTRING ((-122.424 37.7354, -122.424 37.7353))"
Walking Distance, "MULTILINESTRING ((-122.424 37.7354, -122.423 37.7352))"
Walking Distance, "MULTILINESTRING ((-122.42 37.7351, -122.423 37.7352))"
Walking Distance, "MULTILINESTRING ((-122.42 37.7351, -122.42 37.735))"
Walking Distance, "MULTILINESTRING ((-122.42 37.7351, -122.422 37.7351))"
Walking Distance, "MULTILINESTRING ((-122.42 37.7351, -122.418 37.7349))"
Walking Distance, "MULTILINESTRING ((-122.418 37.7349, -122.417 37.735))"
Walking Distance, "MULTILINESTRING ((-122.418 37.7349, -122.419 37.7351))"
Walking Distance, "MULTILINESTRING ((-122.418 37.7349, -122.42 37.735))"
Walking Distance, "MULTILINESTRING ((-122.418 37.7349, -122.42 37.7351))"
Walking Distance, "MULTILINESTRING ((-122.411 37.735, -122.407 37.7399))"
Walking Distance, "MULTILINESTRING ((-122.411 37.735, -122.414 37.7348))"
Walking Distance, "MULTILINESTRING ((-122.411 37.735, -122.414 37.7333))"
Walking Distance, "MULTILINESTRING ((-122.411 37.735, -122.414 37.7349))"
Walking Distance, "MULTILINESTRING ((-122.411 37.735, -122.414 37.736))"
Walking Distance, "MULTILINESTRING ((-122.411 37.735, -122.413 37.7372))"
Walking Distance, "MULTILINESTRING ((-122.419 37.7351, -122.42 37.7351))"
Walking Distance, "MULTILINESTRING ((-122.419 37.7351, -122.418 37.7349))"
Walking Distance, "MULTILINESTRING ((-122.419 37.7351, -122.42 37.735))"
Walking Distance, "MULTILINESTRING ((-122.419 37.7351, -122.417 37.735))"
Walking Distance, "MULTILINESTRING ((-122.448 37.7609, -122.447 37.7609))"
Walking Distance, "MULTILINESTRING ((-122.448 37.7609, -122.446 37.7609))"
Walking Distance, "MULTILINESTRING ((-122.448 37.7609, -122.446 37.7609))"
Walking Distance, "MULTILINESTRING ((-122.448 37.7609, -122.449 37.7617))"
Walking Distance, "MULTILINESTRING ((-122.447 37.7609, -122.445 37.762))"
Walking Distance, "MULTILINESTRING ((-122.447 37.7609, -122.446 37.7609))"
Walking Distance, "MULTILINESTRING ((-122.447 37.7609, -122.446 37.7609))"
Walking Distance, "MULTILINESTRING ((-122.447 37.7609, -122.445 37.7599))"
Walking Distance, "MULTILINESTRING ((-122.476 37.7201, -122.473 37.7216))"
Walking Distance, "MULTILINESTRING ((-122.476 37.7201, -122.475 37.7211))"
Walking Distance, "MULTILINESTRING ((-122.476 37.7201, -122.475 37.7212))"
Walking Distance, "MULTILINESTRING ((-122.476 37.7201, -122.478 37.7187))"
Walking Distance, "MULTILINESTRING ((-122.447 37.7504, -122.446 37.7518))"
Walking Distance, "MULTILINESTRING ((-122.447 37.7504, -122.446 37.7504))"
Walking Distance, "MULTILINESTRING ((-122.447 37.7504, -122.445 37.7493))"
Walking Distance, "MULTILINESTRING ((-122.447 37.7504, -122.445 37.7491))"
Walking Distance, "MULTILINESTRING ((-122.446 37.7518, -122.446 37.7523))"
Walking Distance, "MULTILINESTRING ((-122.446 37.7518, -122.446 37.7504))"
Walking Distance, "MULTILINESTRING ((-122.446 37.7518, -122.447 37.7504))"
Walking Distance, "MULTILINESTRING ((-122.446 37.7518, -122.444 37.7517))"
Walking Distance, "MULTILINESTRING ((-122.493 37.7722, -122.489 37.7722))"
Walking Distance, "MULTILINESTRING ((-122.493 37.7722, -122.496 37.7721))"
Walking Distance, "MULTILINESTRING ((-122.493 37.7722, -122.49 37.7724))"
Walking Distance, "MULTILINESTRING ((-122.493 37.7722, -122.497 37.7719))"
Walking Distance, "MULTILINESTRING ((-122.493 37.7722, -122.494 37.7758))"
Walking Distance, "MULTILINESTRING ((-122.496 37.7721, -122.5 37.7719))"
Walking Distance, "MULTILINESTRING ((-122.496 37.7721, -122.497 37.7719))"
Walking Distance, "MULTILINESTRING ((-122.496 37.7721, -122.493 37.7722))"
Walking Distance, "MULTILINESTRING ((-122.496 37.7721, -122.497 37.7758))"
Walking Distance, "MULTILINESTRING ((-122.497 37.7719, -122.493 37.7722))"
Walking Distance, "MULTILINESTRING ((-122.497 37.7719, -122.496 37.7721))"
Walking Distance, "MULTILINESTRING ((-122.497 37.7719, -122.5 37.7719))"
Walking Distance, "MULTILINESTRING ((-122.497 37.7719, -122.497 37.7758))"
